Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
Germany,Male,29,109676.52,1,1,1,0
France,Female,29,0.0,1,0,1,0
Germany,Male,53,134729.99,2,1,1,0
France,Male,37,98431.37,1,0,0,0
Germany,Male,33,130368.31,2,1,0,0
France,Female,31,123974.96,1,1,0,0
France,Male,63,138082.16,1,0,1,0
France,Male,45,129855.32,1,0,0,0
France,Male,40,132308.22,1,0,0,0
Germany,Female,45,155447.65,2,1,0,1
Spain,Male,35,124268.64,2,0,1,0
Germany,Female,34,176311.36,1,1,0,0
France,Male,40,99886.42,2,1,1,0
France,Female,31,0.0,2,1,1,0
France,Female,36,0.0,2,0,1,0
Germany,Male,24,85089.3,1,1,1,0
Germany,Male,41,134318.21,2,1,1,0
Germany,Male,29,75395.53,2,0,1,0
Germany,Female,33,116765.7,1,0,0,1
Spain,Male,60,0.0,1,1,1,0
France,Male,38,111501.66,1,1,1,0
Germany,Female,48,76595.08,2,0,0,0
France,Female,33,160541.36,2,0,0,0
Germany,Male,38,129728.6,1,1,0,0
France,Male,47,0.0,2,0,0,0
Spain,Female,34,130929.02,3 or more,1,1,1
Germany,Female,74,116800.25,1,1,1,0
Germany,Male,40,101016.53,1,0,1,1
France,Male,67,0.0,2,1,1,0
France,Female,33,190566.65,1,1,1,0
Spain,Female,47,0.0,1,1,0,1
Germany,Female,43,97067.69,1,0,1,1
France,Female,37,92208.54,1,0,1,1
France,Male,37,186347.97,2,1,0,0
Spain,Male,55,103176.62,1,0,1,0
France,Female,58,0.0,1,1,1,1
Germany,Female,40,77270.08,2,1,1,1
Germany,Female,37,111911.63,1,1,1,1
Germany,Male,72,94216.05,1,1,1,0
Spain,Female,45,0.0,2,1,1,0
Spain,Female,26,0.0,2,1,0,0
France,Male,49,106770.82,1,1,0,0
Germany,Female,72,138089.97,2,1,1,0
Germany,Male,39,133191.19,2,0,1,0
France,Female,66,0.0,2,1,1,0
France,Male,41,74135.85,1,1,1,1
Spain,Male,41,99208.46,2,1,0,0
Germany,Male,84,92242.34,1,1,1,0
Germany,Male,25,108380.72,1,1,1,0
Spain,Female,55,91893.32,1,1,0,1
France,Female,32,85757.93,1,1,1,0
France,Female,46,0.0,2,0,0,0
Germany,Male,33,96759.42,1,1,1,0
France,Male,30,0.0,2,1,1,0
France,Male,29,0.0,2,1,1,0
France,Female,22,0.0,1,1,0,0
France,Male,71,0.0,2,1,1,0
France,Male,33,132150.26,2,1,0,0
France,Male,41,0.0,2,0,1,0
France,Female,31,175443.75,1,1,0,1
France,Male,31,78990.15,1,1,1,0
France,Female,33,113743.37,1,1,0,0
France,Female,26,157624.84,1,1,1,0
France,Female,62,125163.62,2,1,1,0
France,Female,23,0.0,1,1,0,0
France,Male,60,0.0,1,1,1,0
Spain,Female,29,80922.75,1,1,0,0
France,Male,40,193354.86,2,1,0,0
Germany,Female,40,107648.94,2,1,1,0
Germany,Female,46,131769.04,1,0,0,1
Germany,Male,36,138992.48,2,0,0,0
France,Female,37,113899.92,1,0,0,0
Germany,Male,26,114450.32,1,1,1,0
France,Male,39,0.0,2,1,0,0
France,Female,37,0.0,2,1,1,0
Spain,Male,40,63609.92,1,0,0,1
France,Male,38,0.0,2,0,0,0
France,Female,42,75497.51,1,0,0,0
France,Female,42,0.0,2,1,0,0
France,Female,26,0.0,2,1,1,0
France,Male,31,0.0,2,1,1,0
France,Female,39,117704.73,1,1,0,0
Germany,Male,35,130463.55,2,1,1,0
Spain,Male,32,46161.18,1,1,1,0
Spain,Male,42,0.0,2,0,0,0
Germany,Male,43,110182.54,2,1,1,0
Spain,Male,49,0.0,2,0,0,0
France,Male,41,117221.15,1,1,0,0
France,Female,35,0.0,2,0,0,0
Germany,Female,43,79120.27,1,0,0,1
France,Male,37,177069.24,2,1,1,0
France,Male,36,61636.97,1,0,0,0
France,Male,26,0.0,1,1,0,0
Germany,Female,37,104414.03,1,1,0,0
France,Male,66,159732.02,1,1,1,0
Germany,Female,34,89437.03,1,1,1,0
France,Male,41,0.0,1,1,1,0
France,Female,32,0.0,1,0,0,0
France,Female,30,0.0,2,1,1,0
France,Male,36,142400.77,1,1,1,0
France,Female,47,88011.4,1,1,1,1
France,Male,36,0.0,2,1,1,0
Germany,Female,30,154870.28,1,1,1,0
Spain,Female,46,0.0,2,1,0,1
Spain,Male,43,0.0,2,1,1,0
Germany,Male,28,118402.25,2,1,0,0
France,Male,37,87374.88,2,1,1,0
Germany,Male,32,105397.8,1,1,0,1
Spain,Female,31,125341.69,1,1,0,0
Germany,Male,49,129164.88,1,1,1,0
France,Male,40,141004.46,1,1,0,0
France,Female,21,0.0,2,1,0,0
France,Male,57,89079.41,1,1,1,1
Germany,Male,40,103604.31,2,0,0,0
France,Male,24,182705.05,1,1,1,0
France,Male,29,0.0,2,1,1,0
France,Male,33,94598.48,1,0,0,1
Spain,Male,36,188241.05,2,0,0,1
France,Female,37,0.0,2,0,0,0
France,Female,40,0.0,2,0,1,0
Germany,Male,39,117469.91,2,0,0,0
Spain,Male,35,80790.74,1,1,0,0
France,Female,62,107735.93,1,0,1,0
Germany,Male,43,133379.41,1,1,0,1
Spain,Female,37,168066.87,1,1,0,0
Germany,Female,43,69014.49,2,0,0,0
France,Male,28,0.0,1,1,0,0
Germany,Female,42,98548.62,2,0,1,0
France,Female,49,0.0,2,1,1,0
Spain,Female,26,76554.06,1,1,1,0
France,Female,36,0.0,2,0,1,0
France,Female,27,107375.82,1,1,1,0
France,Male,40,122417.17,2,0,1,0
France,Female,42,0.0,1,0,1,1
Spain,Male,33,97188.62,1,0,0,0
France,Male,31,61297.05,2,1,1,0
Spain,Male,30,112666.67,1,0,0,1
Spain,Female,40,0.0,1,1,1,0
France,Male,28,157842.07,1,1,0,0
France,Male,46,91443.75,1,1,0,0
Germany,Female,30,110148.49,1,1,0,1
Spain,Female,34,53299.96,2,1,1,0
Spain,Male,37,0.0,2,1,1,0
Spain,Male,39,0.0,2,1,1,0
Germany,Male,28,70233.74,2,1,1,0
France,Male,33,0.0,1,1,0,1
Spain,Female,25,75212.28,1,1,0,0
France,Female,31,41299.03,1,0,1,0
Spain,Female,35,83286.56,1,1,0,0
Spain,Male,43,0.0,2,0,0,0
France,Male,29,0.0,1,0,0,1
Germany,Male,35,85668.59,1,1,0,0
France,Female,45,57327.04,1,0,1,0
Spain,Male,47,0.0,2,1,0,0
France,Female,37,69609.85,1,1,1,0
Germany,Male,46,129269.27,1,1,0,0
France,Male,27,0.0,2,1,1,0
France,Female,63,165350.61,2,0,0,1
France,Female,41,152105.57,2,0,1,0
France,Male,74,0.0,2,1,1,0
France,Female,32,106290.64,1,1,0,0
Germany,Female,30,100548.67,2,0,0,0
Germany,Male,46,106344.95,1,1,0,1
France,Male,35,137482.19,1,0,0,0
France,Female,37,116465.53,1,0,1,0
France,Male,45,0.0,1,1,1,0
Spain,Male,45,0.0,2,0,1,0
France,Male,36,127637.92,1,1,1,0
France,Female,34,0.0,2,1,1,0
France,Male,37,0.0,1,1,1,0
France,Male,35,81951.74,2,1,0,0
France,Female,42,147531.82,1,1,1,0
Spain,Male,18,0.0,2,1,1,0
France,Female,33,135120.72,1,0,0,0
Spain,Female,32,0.0,1,0,0,0
Spain,Female,37,0.0,2,0,1,0
France,Female,34,0.0,2,1,1,0
Spain,Male,18,0.0,2,0,0,0
France,Female,39,0.0,2,0,0,0
Spain,Female,41,28082.95,1,1,0,1
France,Female,43,0.0,2,1,0,1
Spain,Male,49,111087.5,1,0,1,0
France,Female,38,0.0,2,1,1,0
France,Male,35,127120.07,1,1,0,0
France,Female,35,115651.6,2,1,1,0
Germany,Male,31,77743.01,2,1,0,0
France,Female,30,0.0,2,1,0,0
France,Male,69,71996.09,1,1,1,0
France,Male,28,61581.97,1,1,1,0
France,Female,24,0.0,2,1,0,0
Spain,Female,42,0.0,3 or more,1,0,1
France,Female,84,87873.39,1,0,0,1
Germany,Female,37,105617.73,2,1,1,1
France,Female,42,0.0,1,0,1,1
Germany,Female,44,148770.61,2,1,1,0
Spain,Male,37,94901.09,1,1,1,0
France,Male,29,174851.9,1,1,1,0
France,Male,59,0.0,2,1,1,0
Germany,Female,43,120847.11,1,1,0,1
France,Male,42,0.0,1,1,0,0
France,Male,43,0.0,1,0,0,0
Spain,Female,67,103267.8,1,1,1,0
Spain,Female,34,109699.08,1,1,1,0
France,Male,49,135133.39,1,0,1,1
Spain,Male,33,0.0,1,1,0,0
France,Female,32,137649.47,1,0,0,0
Spain,Male,43,113567.94,1,1,0,0
Spain,Female,35,0.0,2,0,0,1
Germany,Male,37,141547.26,2,0,1,0
France,Female,61,62055.17,3 or more,1,0,1
Germany,Male,51,131156.76,1,1,0,0
France,Male,31,134837.58,1,1,0,0
France,Female,39,0.0,2,1,0,0
Spain,Male,40,104784.23,1,1,0,1
Spain,Male,36,0.0,2,0,1,0
France,Female,36,156948.41,1,1,1,1
France,Female,60,147751.75,1,1,0,1
France,Male,34,124619.33,2,0,1,0
France,Male,41,124182.21,1,0,0,0
France,Female,64,142028.36,1,1,0,1
France,Male,44,0.0,1,0,0,1
Germany,Female,31,125837.86,2,1,0,0
Germany,Female,34,117160.32,1,1,1,1
Spain,Female,61,0.0,2,0,1,0
France,Male,51,97565.74,1,0,0,1
Spain,Female,30,0.0,2,0,1,0
Spain,Female,25,104833.79,1,0,0,0
Spain,Female,31,101675.22,2,1,0,0
Spain,Male,20,0.0,2,0,1,0
France,Female,50,0.0,1,1,0,1
France,Male,46,174701.05,1,1,0,1
Germany,Male,36,71142.77,2,1,0,0
Germany,Male,31,108805.42,2,0,1,0
France,Male,68,0.0,2,1,1,0
France,Female,32,0.0,1,1,1,0
France,Female,66,116037.76,1,0,1,0
France,Male,28,0.0,2,1,1,0
France,Male,23,80673.96,2,1,0,0
Germany,Female,39,124640.51,1,1,0,1
Germany,Male,31,182275.23,2,1,0,0
Germany,Female,41,98635.77,1,1,0,0
France,Male,33,0.0,2,1,0,0
France,Male,35,0.0,1,1,0,0
Spain,Male,43,79757.21,1,1,0,1
Germany,Male,28,53053.76,1,0,1,0
France,Male,28,120911.75,2,1,1,0
France,Male,55,115285.85,1,1,0,0
France,Male,41,0.0,2,1,0,0
Spain,Male,40,221532.8,1,1,0,0
France,Female,51,105056.13,1,0,0,0
France,Male,37,88363.03,1,0,1,0
France,Male,29,123757.52,2,1,0,0
Spain,Male,56,123959.97,1,1,1,1
Germany,Female,62,114822.64,1,0,1,0
Germany,Female,37,145219.3,1,1,0,0
Germany,Female,32,106807.64,1,1,1,0
France,Male,36,148159.71,1,0,0,0
Germany,Female,40,99745.95,1,1,0,0
Germany,Female,37,156282.79,1,1,0,0
France,Male,41,0.0,2,1,0,0
France,Female,57,0.0,2,0,1,1
France,Male,50,0.0,1,1,0,1
Spain,Male,77,0.0,1,1,1,0
France,Female,47,121376.15,2,1,0,1
France,Male,33,111582.11,1,0,0,0
Germany,Female,34,129417.82,1,1,0,0
France,Female,26,0.0,2,1,1,0
France,Male,37,0.0,2,0,1,0
France,Female,36,0.0,1,1,0,0
Germany,Male,40,94607.08,1,1,0,0
France,Female,56,131368.3,1,1,0,1
France,Female,21,166883.07,2,0,1,0
Spain,Female,37,0.0,2,1,0,0
Germany,Male,25,172812.72,2,1,1,0
Germany,Female,36,126606.63,2,1,1,0
France,Male,46,134950.19,3 or more,0,0,1
France,Female,60,96956.1,1,1,0,1
Germany,Female,29,107601.79,1,1,0,1
Germany,Female,46,92060.06,1,1,0,1
France,Male,33,0.0,2,1,0,0
France,Male,41,0.0,2,1,1,0
France,Male,36,137688.71,1,1,1,0
Spain,Male,55,85845.43,2,1,1,0
Germany,Male,27,125552.96,1,1,0,0
France,Female,33,167298.42,1,0,1,0
Spain,Male,31,55732.92,2,1,1,0
Germany,Female,37,110689.07,1,1,1,1
Spain,Female,39,98544.11,1,1,1,0
Germany,Female,35,178317.6,1,0,0,0
France,Female,48,115713.84,2,0,0,0
France,Male,46,143267.14,2,0,0,0
Spain,Male,19,89750.21,1,1,0,0
Spain,Female,26,116576.45,1,1,0,0
Germany,Female,47,143001.5,2,1,0,0
France,Male,23,157761.56,1,0,0,0
France,Female,37,0.0,2,1,1,0
Spain,Male,31,103430.11,2,0,1,0
Spain,Female,52,0.0,1,1,0,1
Spain,Male,27,0.0,2,0,0,0
Germany,Female,48,115115.38,1,1,0,1
Germany,Female,39,122501.28,2,1,1,0
Spain,Male,62,0.0,1,1,1,0
France,Male,42,0.0,2,1,1,0
France,Male,45,146758.24,1,1,0,0
France,Female,32,0.0,2,1,1,0
France,Male,55,0.0,1,0,1,1
France,Female,70,110738.89,1,1,0,1
France,Male,67,94203.8,1,0,1,0
France,Male,47,105792.49,1,0,1,1
France,Male,41,153198.23,1,1,1,0
France,Male,38,0.0,2,0,0,0
France,Male,79,61811.23,1,1,1,0
France,Male,34,101116.06,1,1,0,0
Germany,Female,46,74458.25,1,0,1,0
Germany,Male,33,142871.27,2,0,0,0
Germany,Male,35,98585.94,2,0,1,0
France,Female,37,0.0,1,1,1,1
France,Male,30,0.0,2,1,1,0
France,Female,43,80764.03,1,1,0,1
France,Female,42,144801.97,1,0,1,1
Spain,Male,27,0.0,2,1,0,0
Germany,Male,35,110053.62,2,1,1,0
France,Female,28,118890.81,1,0,1,0
France,Male,31,0.0,1,1,0,1
Germany,Female,37,151218.98,1,1,1,0
France,Male,42,150507.21,1,0,1,0
Spain,Female,21,0.0,2,1,1,0
Germany,Male,33,131023.76,2,0,0,0
Germany,Female,44,122314.5,1,0,0,1
France,Male,29,0.0,2,1,1,0
France,Male,28,0.0,2,1,1,0
Germany,Female,52,111739.4,2,0,1,0
France,Male,43,113882.31,1,1,1,0
France,Male,24,98148.61,1,1,0,0
France,Female,32,0.0,2,1,0,0
France,Male,32,59271.82,1,1,1,0
France,Female,31,0.0,2,0,1,0
Spain,Male,33,0.0,2,1,1,0
France,Male,30,69413.44,1,1,1,0
Spain,Male,25,160599.06,2,1,1,0
Spain,Male,22,0.0,1,1,1,0
France,Female,40,147803.48,1,1,0,1
Spain,Male,44,0.0,2,1,1,0
France,Female,52,170228.59,2,0,0,1
France,Female,35,133111.73,1,0,1,0
Spain,Female,39,0.0,2,0,0,0
France,Male,18,176139.5,2,1,0,0
France,Female,32,0.0,2,1,1,0
Germany,Male,35,110245.13,1,1,1,0
France,Female,45,0.0,2,1,0,0
Spain,Male,67,158719.57,1,1,1,0
France,Female,76,160979.68,1,0,1,0
Spain,Male,35,123557.65,2,0,1,0
France,Female,60,0.0,1,1,1,1
France,Female,33,0.0,1,1,0,1
France,Male,40,112896.86,1,1,1,0
France,Female,39,120962.13,1,0,0,0
Germany,Male,48,96048.55,1,1,0,0
France,Female,21,0.0,2,0,1,0
France,Male,37,185063.7,2,1,1,0
France,Female,22,118064.93,2,1,1,0
France,Male,46,0.0,2,1,1,0
France,Female,73,0.0,1,1,1,0
Germany,Male,40,149131.03,3 or more,1,1,1
France,Female,34,0.0,2,1,0,0
France,Female,35,0.0,1,1,1,0
Spain,Female,44,125512.98,2,0,0,0
Spain,Female,42,83492.07,2,1,0,0
France,Male,34,0.0,1,0,0,0
France,Female,49,0.0,1,1,0,1
France,Male,30,125739.26,1,1,1,0
Germany,Female,34,98592.88,1,0,1,1
Spain,Female,39,141789.15,1,1,0,0
Germany,Male,22,112949.71,1,0,0,0
France,Male,34,105057.33,1,1,0,0
Germany,Female,46,89087.89,1,0,1,1
Germany,Female,27,147435.96,1,0,0,0
Germany,Male,39,154439.86,1,1,0,0
France,Male,30,73054.37,2,1,1,0
France,Female,62,124678.35,1,1,0,1
Germany,Male,40,152576.25,2,1,0,0
France,Female,41,152243.57,1,1,1,0
France,Male,25,0.0,1,1,0,0
Germany,Male,42,88120.97,2,1,1,0
Germany,Female,51,143930.92,1,0,1,1
France,Female,31,0.0,2,1,0,0
Germany,Female,29,137059.05,3 or more,1,0,1
France,Female,27,186558.55,1,1,1,1
Spain,Male,66,115654.47,2,1,1,0
Spain,Male,29,0.0,2,1,0,0
Spain,Male,38,126152.84,1,0,0,0
Germany,Female,51,105701.91,1,0,1,1
France,Male,46,0.0,1,1,1,1
Germany,Male,67,157094.78,1,1,1,0
Germany,Male,40,113228.38,2,1,1,0
France,Female,32,0.0,1,1,1,0
Germany,Male,37,108432.88,2,1,1,0
Spain,Male,27,0.0,1,1,1,0
Germany,Female,44,120702.67,2,1,1,0
France,Female,32,0.0,1,1,0,0
France,Male,45,0.0,2,0,1,0
Germany,Female,29,139106.19,1,1,0,1
Germany,Female,39,101851.8,2,1,0,0
Germany,Female,32,130935.56,1,1,0,1
Germany,Male,37,116509.99,1,1,1,1
Germany,Female,37,93124.04,2,1,1,0
Germany,Male,35,111578.18,1,0,0,1
France,Male,32,0.0,2,1,1,0
France,Female,39,86546.29,1,0,1,0
France,Male,33,0.0,1,1,1,0
France,Male,39,129669.32,2,1,0,0
Spain,Male,29,0.0,2,1,0,0
Spain,Female,36,164557.95,1,0,1,0
France,Male,23,0.0,2,1,1,0
Spain,Male,35,118989.92,1,1,1,0
France,Male,29,0.0,1,0,0,0
France,Male,31,0.0,2,0,1,0
Spain,Female,45,79259.75,1,1,0,0
France,Male,38,112230.38,1,1,0,1
France,Male,40,118129.87,1,1,1,0
Spain,Male,38,86824.09,1,0,0,0
France,Female,64,128306.7,1,0,1,0
Germany,Female,40,117641.43,2,0,0,0
Germany,Female,37,125734.2,2,1,0,1
France,Male,49,103302.37,1,1,1,0
France,Male,27,0.0,1,1,0,0
Spain,Male,36,82696.09,2,0,0,0
France,Male,29,145471.37,1,1,0,0
Spain,Male,34,101506.66,1,0,0,0
France,Male,47,156265.31,2,0,0,0
France,Male,27,128554.98,1,1,1,0
Germany,Male,34,139959.55,2,1,1,0
Spain,Male,34,132944.53,1,1,1,0
France,Female,35,0.0,3 or more,1,1,0
France,Male,61,0.0,1,1,0,1
Germany,Male,22,93547.23,2,0,1,0
France,Male,33,152302.72,1,1,0,0
France,Female,31,147674.26,1,1,1,0
Spain,Female,59,148021.12,1,1,1,0
France,Male,37,0.0,2,0,0,0
Germany,Male,46,142360.62,2,1,0,1
Germany,Female,27,151027.56,1,1,0,0
Germany,Female,44,138843.7,1,1,0,1
Spain,Female,26,109958.15,1,1,1,1
France,Female,31,138857.59,1,1,0,0
Germany,Female,45,105426.5,2,0,1,0
Germany,Female,41,149155.53,2,1,0,1
Germany,Male,27,135096.05,1,1,1,1
Germany,Male,28,170890.05,2,1,0,0
Spain,Female,45,89122.3,1,1,1,0
Spain,Female,54,78126.28,1,1,1,1
France,Female,38,123894.43,1,1,0,0
France,Male,36,0.0,2,0,1,0
Germany,Male,58,106913.43,1,1,0,1
France,Male,32,127845.83,1,1,0,0
France,Female,22,0.0,2,0,1,0
France,Male,26,106397.75,1,0,0,0
France,Female,51,0.0,1,1,1,1
Spain,Female,43,0.0,2,1,0,0
Spain,Female,35,166492.48,1,1,0,0
France,Female,28,0.0,2,1,1,0
Spain,Male,31,114493.68,1,0,0,0
Germany,Female,44,126104.98,2,0,1,0
Germany,Male,51,124425.99,1,0,0,1
France,Female,40,0.0,2,1,0,0
Spain,Male,34,0.0,1,0,0,0
Spain,Female,38,0.0,2,1,0,0
France,Male,30,101140.76,1,1,1,0
Germany,Male,41,150844.94,1,0,1,0
Spain,Male,35,115024.5,1,0,1,0
France,Female,30,131286.46,1,1,0,0
France,Female,42,0.0,2,1,0,0
France,Female,40,141267.67,1,0,1,0
Spain,Male,73,137761.55,1,1,1,0
France,Male,30,0.0,2,1,0,0
France,Male,33,98064.97,1,1,0,0
France,Female,31,114519.57,2,0,1,0
Germany,Female,29,101012.77,1,0,0,1
France,Female,44,0.0,1,0,1,0
Germany,Male,46,82291.1,1,1,0,1
France,Male,39,84719.98,1,0,0,0
Spain,Female,56,0.0,2,0,1,0
France,Female,39,104386.53,1,1,0,0
France,Male,31,128131.73,1,1,0,0
France,Male,44,122806.95,1,0,0,0
Spain,Male,44,0.0,1,1,0,0
France,Male,76,112510.89,1,1,1,0
Germany,Male,57,117056.46,1,1,0,1
Germany,Female,55,131778.66,1,1,1,0
France,Female,36,70784.27,1,1,0,0
France,Female,29,0.0,2,1,1,0
France,Male,46,0.0,2,1,0,0
Spain,Female,35,0.0,2,1,0,0
Germany,Male,38,140752.06,2,0,1,0
Spain,Female,39,92126.26,2,0,0,0
Germany,Female,39,93148.74,2,1,1,0
Spain,Female,49,110132.55,3 or more,0,1,1
Spain,Female,23,0.0,2,1,0,0
Germany,Male,50,122227.71,1,0,1,1
Germany,Male,40,121647.54,2,1,1,1
Germany,Male,58,110597.76,1,0,1,1
France,Female,60,120731.39,3 or more,1,1,1
France,Male,28,0.0,2,1,1,0
Spain,Male,38,0.0,3 or more,1,1,1
France,Male,38,153722.47,1,1,0,0
France,Male,34,114088.32,1,1,0,0
France,Female,48,0.0,2,1,1,0
France,Female,37,0.0,2,1,0,0
Germany,Male,41,152532.3,1,0,0,0
Spain,Male,32,0.0,2,1,0,0
France,Male,34,143292.95,1,1,0,0
France,Male,26,149144.61,1,0,1,0
France,Male,36,127157.04,1,1,1,0
Germany,Male,43,84673.17,2,0,1,0
Germany,Male,33,135962.4,2,1,0,0
Germany,Male,32,151691.44,2,1,1,0
Germany,Female,32,88335.05,1,0,0,0
France,Female,45,139859.23,1,1,1,0
France,Male,45,43134.65,1,0,1,0
France,Male,42,99580.13,1,1,0,0
France,Female,34,110717.38,1,1,1,0
France,Female,37,0.0,2,0,0,1
Spain,Female,36,0.0,2,0,0,0
France,Female,28,0.0,1,1,0,0
Germany,Male,40,108197.11,2,1,0,0
France,Male,40,0.0,2,1,1,0
France,Female,29,104450.86,1,1,1,0
France,Male,39,0.0,2,1,0,0
France,Female,34,0.0,1,0,1,0
France,Female,31,0.0,2,0,0,0
France,Male,40,0.0,2,1,1,0
Spain,Male,21,116099.82,1,1,1,0
France,Male,39,111169.91,1,0,0,0
Spain,Male,37,0.0,2,1,1,0
Germany,Female,25,123616.43,1,0,1,0
Spain,Female,37,155619.58,1,1,1,0
Germany,Male,31,89558.39,2,1,1,0
Spain,Male,45,0.0,1,0,1,1
Germany,Female,32,131938.92,2,1,1,0
France,Female,33,151772.63,2,0,0,1
France,Female,72,0.0,2,1,1,0
France,Female,64,0.0,1,1,1,0
France,Female,22,0.0,2,1,1,0
France,Male,39,97700.02,1,1,1,0
France,Male,31,0.0,2,1,1,0
Germany,Female,56,103244.86,2,1,0,1
Germany,Male,34,147833.3,2,0,1,0
France,Female,46,0.0,2,1,0,0
France,Male,71,0.0,2,0,1,0
France,Female,39,0.0,2,0,0,0
Germany,Female,33,84521.48,2,0,1,0
Germany,Female,28,91938.31,1,1,0,0
Germany,Male,45,124240.93,1,1,1,0
France,Female,42,0.0,2,0,0,0
Spain,Male,37,157084.99,1,1,0,0
Germany,Female,25,108244.82,2,1,1,0
France,Female,21,0.0,2,0,1,0
Germany,Female,41,82161.7,2,1,0,0
Germany,Male,59,104568.41,1,1,0,1
France,Female,36,119912.46,1,1,0,0
France,Male,36,68881.59,2,0,1,0
Spain,Male,30,0.0,2,1,1,0
Spain,Female,40,86376.29,1,0,1,1
Spain,Female,45,150840.03,2,1,0,0
Germany,Male,55,155059.1,2,1,1,0
France,Female,29,0.0,2,1,0,0
France,Male,44,78128.13,2,0,1,0
Germany,Male,46,98899.76,2,1,1,0
Spain,Male,37,0.0,1,1,1,0
France,Male,63,160982.89,1,1,1,0
France,Female,70,87926.24,2,1,0,1
France,Female,35,0.0,1,1,1,0
Spain,Male,46,79385.21,2,0,0,0
Germany,Male,53,127997.83,1,1,0,1
France,Male,44,168396.34,1,1,1,0
Germany,Male,43,134896.03,1,1,1,0
Spain,Male,36,0.0,3 or more,1,1,0
France,Female,50,94238.75,2,1,1,1
France,Male,29,0.0,2,0,0,0
Spain,Female,39,0.0,2,1,0,0
Germany,Male,43,212696.32,1,1,0,0
France,Male,59,0.0,2,1,0,1
France,Male,39,139153.68,2,1,0,0
France,Male,41,0.0,2,0,0,0
France,Female,40,0.0,2,1,0,0
Spain,Male,44,0.0,2,1,0,0
Germany,Male,29,92887.13,1,1,1,0
Spain,Female,65,0.0,2,0,1,0
France,Male,29,83442.98,1,0,1,0
Germany,Female,36,144773.29,2,1,0,0
Germany,Female,52,111973.97,1,1,1,1
France,Female,35,178032.53,1,0,1,0
France,Male,23,140007.19,1,0,1,0
France,Male,37,98400.61,2,0,0,0
Spain,Female,46,0.0,2,1,0,0
Germany,Male,45,108924.33,2,1,0,1
Spain,Female,32,132835.56,1,0,0,0
France,Female,26,0.0,2,1,1,0
Germany,Male,41,118334.44,1,0,0,1
Germany,Female,25,81732.88,2,1,0,0
Germany,Male,66,121411.9,1,0,0,1
France,Male,32,121455.65,1,1,0,1
Spain,Male,20,0.0,2,1,1,0
France,Male,46,0.0,2,1,1,0
France,Female,31,117989.76,1,1,1,0
Spain,Male,40,0.0,2,1,1,0
France,Female,31,137411.29,1,0,1,0
France,Male,61,73688.2,1,1,1,0
Spain,Male,58,122330.7,2,0,1,0
Germany,Male,43,99906.89,1,0,0,0
Spain,Female,28,0.0,2,0,1,0
France,Female,47,167664.83,1,0,0,1
France,Female,34,141525.55,1,0,0,0
Spain,Female,33,124832.51,1,1,0,0
France,Female,34,132121.71,1,0,1,0
France,Male,39,0.0,2,1,0,0
Germany,Female,60,78539.84,1,0,1,0
Germany,Female,38,123770.46,1,0,0,1
France,Male,43,0.0,2,1,1,0
Germany,Male,49,116150.65,3 or more,1,1,1
France,Male,47,160729.1,1,0,1,0
France,Female,29,88378.6,1,1,0,0
France,Male,33,182888.08,1,1,0,0
France,Male,31,0.0,2,1,1,0
France,Male,37,0.0,1,1,1,1
Spain,Female,23,85600.08,1,0,0,0
France,Male,35,0.0,2,0,1,0
France,Male,32,0.0,2,1,1,0
Germany,Male,40,95001.33,1,0,1,0
Spain,Male,27,113873.22,1,1,1,1
France,Male,30,0.0,2,1,0,0
Spain,Male,40,74896.92,1,1,0,0
France,Female,22,89492.62,1,0,0,0
Spain,Male,38,128718.78,1,0,0,0
Spain,Male,27,0.0,2,1,0,0
France,Female,49,0.0,1,0,0,1
Germany,Male,22,144954.75,2,1,0,0
Spain,Male,21,0.0,2,0,0,0
Germany,Male,37,94001.61,2,1,0,0
France,Female,40,0.0,1,1,0,1
France,Male,65,0.0,1,1,1,0
France,Male,24,0.0,2,0,1,0
France,Male,46,0.0,1,1,0,1
France,Female,44,0.0,1,0,1,1
Spain,Male,38,0.0,2,1,1,0
France,Male,24,0.0,2,1,1,0
Spain,Male,38,0.0,2,0,1,0
France,Male,37,141546.35,1,1,1,0
Germany,Female,32,141528.88,1,1,1,1
France,Male,30,109805.3,1,0,1,0
France,Male,32,86614.06,2,1,1,0
Germany,Female,59,91680.1,2,1,0,1
Germany,Male,38,38848.19,2,0,0,0
Spain,Male,40,153639.11,1,1,1,0
Spain,Male,80,0.0,2,0,1,0
Spain,Female,33,123870.07,1,1,0,0
France,Male,30,0.0,2,1,0,0
France,Male,39,46323.57,1,1,0,0
France,Female,60,162039.78,1,1,1,1
France,Male,19,110928.51,1,1,1,0
France,Male,38,0.0,2,1,0,0
Germany,Male,53,114421.55,1,1,0,1
Germany,Female,29,130036.21,2,0,1,0
France,Female,26,151510.17,2,1,1,0
Spain,Female,41,0.0,2,0,1,0
France,Female,59,0.0,2,1,1,1
France,Male,37,83568.55,1,1,0,0
France,Female,43,139972.18,1,1,0,0
Spain,Male,45,100212.13,1,1,0,0
France,Female,39,90217.07,1,1,0,0
Spain,Male,66,0.0,2,1,1,0
Germany,Male,33,124067.32,1,1,1,0
Spain,Male,46,0.0,2,0,1,0
Germany,Female,57,162082.31,3 or more,0,0,1
Germany,Female,51,117306.69,3 or more,1,1,1
